"playerNr","groupNr","subjectNr","period","check","prolificID","orderEnvs1","orderEnvs2","orderEnvs3","counter1","counter2","counter3","orderRounds","thisRound","treatment","gemPresent","socialInfo","points","refreshTaskCount","clickedCells","totalPoints","thisEnv","consent","rnd_decI","counterEnv1ng","qR1","qR2","qR3","newvar","goal","strategy","general","partA","remarks","age","gender","time_check","time_welcome","time_consent","time_i1","time_i2","time_i3","time_i4","time_i5","time_i6","time_i7","time_i8","time_i9","time_i10","time_iend","time_quiz","time_play.(old)","time_play","time_break","time_Questionnaire","time_end","time_376482","file_nr"
55,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","41,45,17,18,7,46,-66,51,-22,11,34,-48,6,7,-11,35,-35,52,-42,59,17,-31,10,2,-34",NA,"12,19,35,35,35,37,40,16,8,14,46,50,61,61,60,10,18,42,32,24,30,55,44,41,1",169,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-17,3,41,26,8,16,-50,-21,54,-11,23,46,11,23,-42,-1,34,35,-50,-17,-44,-30,22,-53,-36",NA,"15,14,23,31,38,38,8,10,34,42,45,36,20,27,55,62,59,58,57,49,51,60,18,25,5",-30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,0,"61,27,31,38,39,47,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","32,50,40,32,-60,-34,-55,57,35,-20,22,-22,-40,52,24,28,41,48,-27,-42,-39,16,11,55,6",NA,"12,38,46,42,54,27,17,24,32,64,52,51,60,14,7,8,3,2,18,18,19,11,11,10,9",210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2
55,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,1,"28,14,10,10,10,10,10,10,53,30,43,26,26,12,63,63,63,63,63,63,63,63,63,63,63","-23,32,15,23,-29,0,-23,22,19,-8,8,-15,-49,-65,238,46,37,10,44,-10,-33,-21,-42,-34,6",NA,"15,27,19,19,18,22,38,43,43,44,42,52,60,50,55,56,48,40,32,40,24,8,13,10,3",148,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","-40,-6,-37,-24,-52,36,27,-15,62,-15,-34,-19,8,-48,-3,-23,16,11,9,6,23,29,46,32,-24",NA,"28,30,45,13,19,20,21,22,23,36,37,38,61,42,47,55,51,51,61,61,64,48,32,16,9",-35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","-59,40,2,-18,-29,43,-59,31,-37,-39,40,49,-56,62,-21,7,-57,31,-38,27,45,-13,36,28,6",NA,"10,15,55,55,55,50,29,45,61,13,4,20,36,52,54,38,22,6,7,3,2,1,17,33,49",21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","7,-55,5,240,-5,-50,20,-15,-43,-37,-32,5,19,-42,-19,17,-11,5,-57,27,54,-49,49,-26,14",NA,"22,35,55,23,44,10,3,51,60,29,8,7,7,6,5,16,14,26,50,39,40,56,32,19,33",21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
55,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-51,26,-15,-3,12,29,-8,-19,49,-23,19,-50,35,-70,27,51,-37,40,42,-31,261,-19,51,15,49",NA,"19,55,42,38,22,6,3,4,5,7,14,44,60,62,34,10,18,2,48,32,64,58,49,33,35",380,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,0,0,1,"esuoh",0,NA,NA,NA,NA,NA,NA,"1639,1177,332,2195,905,504,795,800,335,254,1899,868",1639,0,1,"16,41,5,9,9,9,9,9,9,16,16,16,16,16,16,45,20,1,7,16,16,39,60,35,16","34,-6,-6,31,43,-21,9,-7,-5,-8,-6,-27,-30,-31,-11,-28,-35,-18,-42,-32,-31,-47,-58,-2,-2",0,"42,31,31,31,19,6,6,62,62,62,62,59,59,59,36,36,36,36,59,59,59,57,57,2,2",-336,9,0,6,0,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,25,6,7,12,9,4,6,9,4,11,7,17,6,8,19,NA,NA,NA,NA,NA,NA,2
56,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,1,"63,63,22,22,44,35,58,54,54,54,54,54,37,38,38,38,38,38,38,48,20,19,27,27,27","-66,-57,46,-34,-35,17,-54,-51,-50,-17,-59,-50,4,-10,-5,73,16,23,-30,20,-33,-28,51,-48,-48",NA,"13,13,38,42,42,2,8,56,56,8,60,60,18,18,18,15,27,33,13,4,1,1,57,60,56",-425,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,332,NA,1,"28,14,10,10,10,10,10,10,53,30,43,26,26,12,63,63,63,63,63,63,63,63,63,63,63","-21,-4,54,36,-9,-22,262,35,4,1,51,36,-35,-35,-36,-56,-56,-60,8,-49,-51,-51,65,38,-37",NA,"37,20,26,54,40,15,5,58,61,61,64,23,10,10,10,37,37,37,42,41,41,41,27,29,31",68,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","8,37,46,53,-52,36,43,-42,20,8,7,51,12,27,45,-16,-60,-48,-40,6,-54,-49,-52,-28,-32",NA,"14,19,46,51,24,48,17,41,4,14,14,7,39,39,63,35,21,2,34,14,34,41,2,10,25",-74,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,NA,1,"37,37,34,34,34,34,34,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","-6,20,-22,-16,-73,-46,-45,8,-25,-54,8,43,-21,40,41,-25,57,22,23,52,8,-6,248,46,7",NA,"30,35,1,53,64,57,64,32,15,6,20,36,37,44,43,42,34,27,26,28,19,18,21,29,32",284,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,NA,1,"28,36,29,37,11,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51","-44,-32,-6,17,7,-66,-42,36,20,-4,28,5,-63,20,58,-36,22,-39,4,-2,15,-1,258,-35,5",NA,"46,28,13,6,51,46,53,60,61,42,59,58,62,16,10,18,11,12,31,38,22,31,40,45,51",125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,NA,1,"27,27,27,27,27,27,27,27,27,27,22,30,46,46,22,45,45,45,45,45,45,45,45,45,45","-46,7,22,-52,-26,-18,15,34,26,266,-49,7,8,37,34,5,-48,-6,-42,-55,-23,52,35,31,29",NA,"39,44,34,19,13,62,59,57,50,58,42,44,44,23,32,44,9,3,9,39,38,35,20,21,8",243,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
56,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-7,-16,-21,41,2,12,14,-7,24,50,-49,-28,23,-60,-21,-41,-36,34,6,-63,6,17,45,-41,-1",NA,"40,36,51,14,22,22,23,15,7,6,5,13,8,21,20,21,19,12,31,54,26,34,42,41,33",-117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,NA,1,"28,50,30,53,51,45,21,17,35,55,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60","-35,-46,-5,9,-2,-7,-49,43,36,-35,38,20,-19,56,39,261,-17,0,2,-32,3,7,7,14,-58",NA,"29,35,44,53,54,39,22,15,6,7,3,12,19,26,50,57,64,53,53,61,48,48,18,33,41",230,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,0,"31,29,44,44,44,44,47,47,6,19,19,19,19,44,44,44,44,44,44,44,44,44,44,44,44","17,-6,20,-50,14,-36,-59,-32,19,-25,-33,46,-51,-35,-33,-43,-10,53,-37,-4,51,-22,11,60,37",NA,"1,64,8,57,46,27,23,44,50,61,40,13,12,6,18,33,21,37,30,31,39,38,47,55,56",-148,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,NA,0,"8,57,64,1,37,36,28,29,43,44,35,52,45,45,45,48,31,31,36,36,36,36,36,36,36","47,27,10,27,31,35,-41,6,-51,-36,-50,39,-29,-7,-26,-12,-56,41,-24,16,-50,-21,-37,-4,15",NA,"37,38,44,36,28,29,30,45,46,52,20,27,35,26,17,41,16,8,64,61,62,59,58,57,43",-150,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
56,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,1,"31,27,38,14,9,41,41,41,41,62,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9","49,28,-51,-6,-18,-23,-34,-37,-20,-5,-23,-39,1,-49,9,-52,5,59,41,16,53,14,244,8,34",NA,"37,44,45,38,30,29,28,36,35,27,46,53,51,58,39,55,15,12,4,3,5,13,11,15,23",204,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,0,0,1,"esuoh",0,NA,NA,NA,NA,NA,NA,"332,1899,376,1177,795,468,1599,1912,1650,2195,1625,921",332,0,1,"28,14,10,10,10,10,10,10,53,30,43,26,26,12,63,63,63,63,63,63,63,63,63,63,63","33,-39,23,37,-41,21,-33,2,-51,-18,-61,-1,45,63,57,31,18,-34,-36,-13,-35,-9,14,8,35",0,"4,13,28,11,38,43,1,25,41,52,31,40,29,27,26,19,20,18,21,12,10,35,51,59,58",16,5,0,5,0,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,15,8,13,33,18,8,12,17,4,17,7,25,9,13,20,NA,NA,NA,NA,NA,NA,2
57,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1899,NA,0,"8,57,64,1,37,36,28,29,43,44,35,52,45,45,45,48,31,31,36,36,36,36,36,36,36","21,-37,2,-12,53,27,-19,-36,-28,8,6,11,15,-50,26,-57,28,0,35,-55,34,60,-50,39,-21",NA,"1,30,25,17,13,8,64,52,49,33,45,36,28,20,27,48,38,50,32,24,22,37,62,19,10",0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,376,NA,1,"30,30,30,30,30,30,28,19,19,19,35,36,36,36,36,36,36,36,36,36,36,36,36,36,36","-25,51,-43,-41,60,15,-35,51,-6,-42,-48,-49,-54,260,-23,22,36,-6,34,54,-52,12,29,25,36",NA,"57,64,8,1,10,19,28,37,46,55,50,43,36,22,29,31,32,38,23,24,40,15,14,13,16",261,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,1,"63,63,22,22,44,35,58,54,54,54,54,54,37,38,38,38,38,38,38,48,20,19,27,27,27","-58,-34,-23,34,10,-9,40,64,4,9,54,49,-19,-31,-20,9,34,-61,48,35,20,-49,6,-52,-36",NA,"28,29,37,54,22,44,47,31,24,16,32,40,48,1,8,55,63,64,62,53,61,56,52,60,45",24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,NA,1,"27,27,27,27,27,27,27,27,27,27,22,30,46,46,22,45,45,45,45,45,45,45,45,45,45","22,-49,-34,49,8,-44,-54,-44,-49,26,-12,-27,-22,53,-47,30,-27,-46,-49,12,57,24,29,64,235",NA,"34,42,26,35,36,37,33,28,39,48,55,53,14,56,60,11,10,12,19,32,24,16,8,40,46",105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,NA,1,"6,54,46,45,28,28,28,51,28,28,25,41,35,34,42,42,42,42,28,28,28,28,28,42,42","-34,-30,34,34,-8,18,-22,35,-47,38,-56,-72,-26,-50,-35,33,21,51,21,54,254,50,-22,45,18",NA,"36,40,54,52,62,53,55,10,18,42,50,57,25,3,7,13,21,29,30,28,23,16,8,24,31",304,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,NA,0,"22,35,45,19,15,50,51,43,34,25,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","45,57,21,17,26,-27,-33,-8,48,-35,-21,9,47,34,-21,-56,61,-23,-37,-50,-6,-45,-17,-17,58",NA,"2,35,36,46,20,16,44,51,43,27,26,47,37,45,38,54,39,40,30,53,22,14,21,64,55",27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2
57,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,NA,1,"45,54,46,47,48,55,39,38,30,37,53,61,52,60,60,60,60,60,60,60,60,60,60,60,60","16,-44,5,-14,-2,24,10,9,39,-58,-49,33,7,-35,44,35,-36,-46,-4,7,-50,-42,253,66,51",NA,"12,36,45,54,46,47,48,55,38,22,30,50,49,58,26,25,34,13,11,18,27,31,60,62,40",219,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","-40,52,-30,4,-16,49,-13,-49,52,-59,36,0,47,30,38,45,41,36,-31,-36,-36,7,8,-26,13",NA,"27,48,46,36,38,5,6,20,35,62,52,23,10,17,25,33,41,49,57,9,18,30,31,32,22",122,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2195,NA,0,"64,57,8,8,8,21,21,21,21,21,21,21,18,18,18,18,18,21,21,21,21,21,21,21,21","23,21,26,18,28,12,13,28,14,30,28,16,25,12,25,14,26,19,25,26,16,13,20,16,11",NA,"29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29",505,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","21,22,22,21,50,52,51,48,51,50,50,51,49,49,51,246,253,254,254,264,246,266,242,253,252",NA,"35,35,35,35,28,28,28,28,28,28,28,28,28,28,28,21,21,21,21,21,21,21,21,21,21",3168,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
57,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,NA,0,"61,27,31,38,39,47,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-34,-28,-19,21,20,22,22,0,-8,38,29,67,32,37,75,54,60,61,40,63,64,74,68,28,47",NA,"27,36,31,47,47,47,47,53,15,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12",833,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,0,0,1,"esuoh",0,NA,NA,NA,NA,NA,NA,"408,868,800,1625,343,254,1650,1912,1639,1244,1434,838",408,0,0,"24,45,8,15,22,29,1,10,57,33,25,13,6,48,55,6,6,6,6,6,6,6,6,6,6","29,23,7,-50,-25,48,-19,-33,-12,-5,-37,-37,-35,50,45,-12,54,-48,-37,18,16,58,58,35,58",0,"11,28,45,30,30,15,40,2,2,25,58,58,58,21,7,41,55,56,56,61,43,7,7,4,32",149,5,0,10,0,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,9,6,9,35,10,7,8,19,5,21,8,16,5,57,10,NA,NA,NA,NA,NA,NA,2
58,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,NA,1,"31,27,38,14,9,41,41,41,41,62,58,9,9,9,9,9,9,9,9,9,9,9,9,9,9","13,-38,51,-24,-41,50,28,-28,22,-44,-41,-22,20,-15,-46,-60,-48,4,52,-24,37,65,51,-11,-37",NA,"19,28,37,46,55,64,10,1,33,43,43,43,59,30,55,55,55,15,5,1,10,10,12,30,28",-86,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,0,"36,35,34,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11","-2,-26,15,-31,-30,-43,-38,-3,14,73,72,43,51,67,55,36,-14,21,-55,-38,41,-34,-35,-37,-57",NA,"30,35,45,37,36,35,35,37,20,12,12,12,12,12,14,16,40,47,54,54,50,25,25,25,18",45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1625,NA,1,"11,34,54,44,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20","2,56,50,28,37,-39,-16,-51,250,-49,253,-35,-50,-66,-28,53,-22,268,253,260,17,-57,-9,36,-9",NA,"22,29,36,43,50,57,15,8,21,8,21,6,5,5,5,3,10,21,21,21,47,52,53,31,24",1132,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,NA,1,"28,64,40,41,13,8,40,40,40,40,40,40,25,51,44,58,57,57,57,57,57,57,57,57,58","30,1,-11,-1,19,-6,23,32,-6,-65,-45,-35,-37,-51,-34,-51,-58,18,21,-52,-45,-7,-12,0,241",NA,"8,15,22,29,36,43,50,57,49,33,33,26,26,19,45,52,52,59,47,39,13,3,10,54,58",-131,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,0,"31,29,44,44,44,44,47,47,6,19,19,19,19,44,44,44,44,44,44,44,44,44,44,44,44","5,-24,49,-69,42,29,53,9,34,27,-15,-9,26,23,52,-3,26,-54,-49,-63,-35,51,-31,44,-37",NA,"1,10,19,28,37,46,55,48,45,64,15,22,20,20,35,31,50,52,52,12,12,39,33,49,6",81,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,NA,1,"22,35,37,52,19,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34","39,45,-43,-60,-41,-59,-57,-9,48,51,48,15,2,34,-20,45,34,37,-35,-28,-33,11,-15,-53,-58",NA,"1,10,19,28,37,37,19,43,35,35,35,22,31,39,28,55,60,33,26,12,12,14,8,46,37",-102,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,2
58,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,NA,1,"45,54,46,47,48,55,39,38,30,37,53,61,52,60,60,60,60,60,60,60,60,60,60,60,60","-25,-17,9,-5,-3,-13,-55,-11,-60,-59,-51,21,-53,-75,-55,255,-12,-32,-37,-37,27,9,30,25,-53",NA,"64,55,46,37,28,19,10,1,10,10,30,23,43,43,43,60,44,21,13,7,16,33,50,48,10",-277,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1639,NA,1,"16,41,5,9,9,9,9,9,9,16,16,16,16,16,16,45,20,1,7,16,16,39,60,35,16","21,41,-47,-62,-46,36,23,236,24,3,3,50,-15,-53,-47,-12,-20,3,-50,-49,-38,16,39,20,-4",NA,"46,28,18,18,18,9,21,23,51,41,4,16,48,48,48,48,45,30,3,3,7,35,39,60,34",72,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
58,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,NA,1,"27,4,39,49,49,49,49,49,49,49,49,49,14,17,53,7,53,53,53,49,49,49,49,49,49","-52,-50,-22,28,35,34,-6,8,-10,-42,-16,50,27,-28,-41,-41,-37,35,58,6,35,47,51,23,21",NA,"10,10,20,30,47,49,43,26,14,8,8,40,53,59,59,59,59,63,40,26,53,49,17,4,4",113,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
